"state","city","city_layoff"
"Ohio","Cincinnati/Hamilton",3179
"Ohio","Clarington/Monroe",74
"Ohio","Cleveland",1255
"Ohio","Cleveland/Cuyahoga",6001
"Ohio","Cleveland/Cuyahoga

Akron/Summit

Columbus/Franklin",144
"Ohio","Cleveland/Cuyahoga

Beachwood/Cuyahoga",4
"Ohio","Cleveland/Cuyahoga

North Randall/Cuyahoga",1561
"Ohio","Clyde/Sandusky",6
"Ohio","Coldwater/Mercer",150
"Ohio","Columbia Station",77
"Ohio","Columbus",1438
"Ohio","Columbus/Delaware",131
"Ohio","Columbus/Franklin",5590
"Ohio","Columbus/Franklin

Cincinnati/Hamilton",135
"Ohio","Columbus/Franklin

Westerville/Franklin",200
"Ohio","Conesville/Coshocton",83
"Ohio","Conneaut/Ashtabula",198
"Ohio","Crestline/Crawford",318
"Ohio","Crooksville/Perry",122
"Ohio","Cuyahoga Falls",18
"Ohio","Cuyahoga Falls/Summit",56
"Ohio","Dayton",50
"Ohio","Dayton/Greene",8
"Ohio","Dayton/Montgomery",1301
"Ohio","Defiance",521
"Ohio","Defiance/Defiance",35
"Ohio","Delaware/Delaware",159
"Ohio","Delphos",71
"Ohio","Delta/Fulton",58
"Ohio","Dublin",90
"Ohio","Dublin/Franklin",304
"Ohio","East Cleveland",210
"Ohio","East Liberty",104
"Ohio","East Liverpool/Columbiana",120
"Ohio","Eastlake/Lake",110
"Ohio","Edgerton/Williams",175
"Ohio","Edon/Williams",75
"Ohio","Euclid",210
"Ohio","Fairfield",207
"Ohio","Fairfield/Butler",107
"Ohio","Findlay/Hancock",1099
"Ohio","Franklin/Warren",20
"Ohio","Gates Mills",1
"Ohio","Gettysburg",100
"Ohio","Glenwillow/Cuyahoga",203
"Ohio","Greenville/Darke

Marysville/Union",540
"Ohio","Groce City",93
"Ohio","Grove City/Franklin",117
"Ohio","Groveport/Franklin",296
"Ohio","Groverport",6
"Ohio","Hamilton/Butler",196
"Ohio","Harrison/Hamilton",25
"Ohio","Hilliard/Franklin",496
"Ohio","Holland",69
"Ohio","Holland/Lucas",183
"Ohio","Hopedale/Harrison",113
"Ohio","Hudson/Summit",95
"Ohio","Huron/Erie",234
"Ohio","Independence/Cuyahoga",85
"Ohio","Jackson/Jackson",41
"Ohio","Jefferson/Ashtabula",89
"Ohio","Jeffersonville/Fayette",287
"Ohio","Kent/Portage",50
"Ohio","Kenton/Hardin",115
"Ohio","Kettering",641
"Ohio","La Rue/Marion",7
"Ohio","Lebanon/Warren",103
"Ohio","Liberty Center/Henry",5
"Ohio","Liberty Township/Butler",20
"Ohio","Lisbon/Columbiana",69
"Ohio","Lockbourne/Franklin",234
"Ohio","Lorain/Lorain",411
"Ohio","Loveland/Clermont",6
"Ohio","Malvern/Carroll",95
"Ohio","Mansfield/Richland",248
"Ohio","Mantua/Portage",84
"Ohio","Marietta/Washington",219
"Ohio","Mason/Warren",29
"Ohio","Maumee/Lucas",33
"Ohio","Mayfield Heights",231
"Ohio","Mayfield Village/Cuyahoga",76
"Ohio","Medina/Medina",233
"Ohio","Mentor/Lake",159
"Ohio","Miamisburg/Montgomery",102
"Ohio","Middletown/Butler",57
"Ohio","Middletown/Warren",115
"Ohio","Minerva",1
"Ohio","Mingo Junction/Jefferson",322
"Ohio","Monroe/Butler",233
"Ohio","Montpelier/Williams",70
"Ohio","Moscow",87
"Ohio","New Albany",63
"Ohio","New Albany/Franklin",295
"Ohio","New Philadelphia/Tuscarawas",103
"Ohio","Newcomerstown/Tuscarawas

Wellsville/Columbiana",70
"Ohio","North Canton/Stark",234
"Ohio","North Jackson/Mahoning",158
"Ohio","Northfield/Summit",966
"Ohio","Oakwood Village/Cuyahoga",63
"Ohio","Oberlin/Lorain",108
"Ohio","Ontario/Richland",100
"Ohio","Orrville/Wayne",40
"Ohio","Oxford",155
"Ohio","Oxford/Butler",39
"Ohio","Painesville",93
"Ohio","Perrysburg/Wood",239
"Ohio","Pomeroy/Meigs",29
"Ohio","Pomeroy/Meigs

Athens/Athens",91
"Ohio","Powell",1
"Ohio","Powhatan Point/Belmont",6
"Ohio","Ravenna/Portage",267
"Ohio","Reynoldsburg",40
"Ohio","Reynoldsburg/Franklin",398
"Ohio","Richfield/Summit",73
"Ohio","Richmond Heights, North Jackson",162
"Ohio","Richmond Heights/Cuyahoga",52
"Ohio","Ridgeville Corners",141
"Ohio","Saint Clairsville/Belmont",63
"Ohio","Saint Marys/Auglaize",52
"Ohio","Salem/Columbiana",794
"Ohio","Sandusky/Erie",412
"Ohio","Sandusky/Erie

Mason/Warren",802
"Ohio","Seville/Medina",12
"Ohio","Sharonville/Hamilton",95
"Ohio","Sharonville/Hamilton

Cincinnati/Hamilton",226
"Ohio","Sidney",365
"Ohio","Sidney/Shelby",697
"Ohio","Sidney/Shelby

Gettysburg/Darke",345
"Ohio","Solon",355
"Ohio","Solon/Cuyahoga",200
"Ohio","Springdale/Hamilton",166
"Ohio","Springfield",106
"Ohio","Stratton",140
"Ohio","Strongsville/Cuyahoga",442
"Ohio","Thornville/Perry",22
"Ohio","Tiffin/Seneca",286
"Ohio","Tipp City/Miami",229
"Ohio","Toledo",418
"Ohio","Toledo/Lucas",209
"Ohio","Toronto/Jefferson",200
"Ohio","Troy/Miami",87
"Ohio","Twinsburg/Summit",167
"Ohio","University Heights/Cuyahoga",102
"Ohio","Unknown",3
"Ohio","Urbana/Champaign",321
"Ohio","Valley View/Cuyahoga",26
"Ohio","Vandalia/Montgomery",415
"Ohio","Various",68
"Ohio","Various Cities/Licking",58
"Ohio","Various Cities/Various Counties",13171
"Ohio","Wapakoneta/Auglaize",199
"Ohio","Warren/Trumbull",90
"Ohio","Washington Court House/Fayette",350
"Ohio","Watsonville",1
"Ohio","Watsonville/Columbiana",1
"Ohio","Wauseon/Fulton",125
"Ohio","Waverly/Pike",225
"Ohio","Wellsville/Columbiana",63
"Ohio","West Chester",86
"Ohio","West Chester/Butler",190
"Ohio","West Jefferson",153
"Ohio","West Jefferson/Madison",185
"Ohio","West Unity/Williams",1
"Ohio","Westchester",55
"Ohio","Westerville/Delaware",105
"Ohio","Woodmere/Cuyahoga",10
"Ohio","Wooster/Wayne",180
"Ohio","Worthington/Columbus",70
"Ohio","Worthington/Franklin

West Carrollton/Montgomery",87
"Ohio","Wright-Patterson AFB/Greene",72
"Ohio","Youngstown/Mahoning",308
"Oklahoma","Ada",1145
"Oklahoma","Antlers",84
"Oklahoma","Ardmore",601
"Oklahoma","Arlington",5
"Oklahoma","Atoka",176
"Oklahoma","Bartlesvile",143
"Oklahoma","Bartlesville",273
"Oklahoma","Bethany",123
"Oklahoma","Boulder",1
"Oklahoma","Bristow",1104
"Oklahoma","Broken Arrow",1029
"Oklahoma","Broken Bow",40
"Oklahoma","Catoosa",1067
"Oklahoma","Catossa",200
"Oklahoma","Centrahoma",125
"Oklahoma","Chickasha",646
"Oklahoma","City Poteau",122
"Oklahoma","City of Miami",112
"Oklahoma","City of Poteau",116
"Oklahoma","Claremore",171
"Oklahoma","Cleveland",56
"Oklahoma","Clinton",62
"Oklahoma","Coalgate",330
"Oklahoma","Cushing",292
"Oklahoma","Davis",87
"Oklahoma","Deerfield",435
"Oklahoma","Drumright",117
"Oklahoma","Duncan",983
"Oklahoma","Edmond",430
"Oklahoma","El Reno",1198
"Oklahoma","Elk City",118
"Oklahoma","Endicott",350
"Oklahoma","Enid",319
"Oklahoma","Fay",82
"Oklahoma","Ft. Sill",243
"Oklahoma","Grove",136
"Oklahoma","Guymon",217
"Oklahoma","Hinton",705
"Oklahoma","Hobart",412
"Oklahoma","Houston",125
"Oklahoma","Hulbert",285
"Oklahoma","Idabel",37
"Oklahoma","Jay",489
"Oklahoma","Kiefer",51
"Oklahoma","Langston",108
"Oklahoma","Lawton",1251
"Oklahoma","Lone Wolf",43
"Oklahoma","Madill",189
"Oklahoma","Marietta",65
"Oklahoma","Marlow",90
"Oklahoma","McAlester",1131
"Oklahoma","McLoud",142
"Oklahoma","Miami",116
"Oklahoma","Mid West City",90
"Oklahoma","Midwest City",493
"Oklahoma","Moore",1217
"Oklahoma","Muskogee",904
"Oklahoma","Mustang",24
"Oklahoma","Noble",120
"Oklahoma","Norman",2051
"Oklahoma","Oakwood",87
"Oklahoma","Okalhoma City",224
"Oklahoma","Okemah",199
"Oklahoma","Oklahoma",3160
"Oklahoma","Oklahoma City",19488
"Oklahoma","Oklahoma City,",146
"Oklahoma","Okmulgee",123
"Oklahoma","Owasso",219
"Oklahoma","Perry",55
"Oklahoma","Pocasset",33
"Oklahoma","Pona City",176
"Oklahoma","Ponca City",901
"Oklahoma","Poteau",230
"Oklahoma","Pryor",1042
"Oklahoma","Roland",440
"Oklahoma","Sallisaw",145
"Oklahoma","Sand Springs",609
"Oklahoma","Sapulpa",513
"Oklahoma","Sayre",722
"Oklahoma","Seminole",1454
"Oklahoma","Shawnee",236
"Oklahoma","Skiatook, OK",39
"Oklahoma","Stillwater",184
"Oklahoma","Stillwell",535
"Oklahoma","Stroud",126
"Oklahoma","Tahlequah",292
"Oklahoma","Tampa",222
"Oklahoma","Tecumseh",17
"Oklahoma","Thackerville",71
"Oklahoma","Tinker AFB",63
"Oklahoma","Tulsa",15690
"Oklahoma","Velma",61
"Oklahoma","Vinita",677
"Oklahoma","Wagoner",32
"Oklahoma","Watonga",460
"Oklahoma","Watsonville",1
"Oklahoma","Wayne",250
"Oklahoma","Weatherford",107
"Oklahoma","Wilburton",190
"Oklahoma","Woodward",53
"Oklahoma","Woodward, OK",55
"Oklahoma","Wright City",600
"Oklahoma","Yukon",447
"Oklahoma","sapulpa",220
"Oregon","Albany",287
"Oregon","Arlington, VA",8
"Oregon","Aumsville",117
"Oregon","Aurora",6
"Oregon","Baker City",1
"Oregon","Beaverton",4090
"Oregon","Bellingham, WA",747
"Oregon","Bend",354
"Oregon","Boardman",89
"Oregon","Carlsbad, CA",163
"Oregon","Cave Junction",88
"Oregon","Chesapeake, VA",220
"Oregon","Clackamas",917
"Oregon","Clatskanie",50
"Oregon","Coburg",154
"Oregon","Coos Bay",111
"Oregon","Coraopolis, PA",51
"Oregon","Cornelius",219
"Oregon","Corvallis",11
"Oregon","Duluth, MN",86
"Oregon","Durham",62
"Oregon","Elgin",319
"Oregon","Estero, FL",1
"Oregon","Eugene",1811
"Oregon","Forest Grove",152
"Oregon","Gilchrist",131
"Oregon","Government Camp",471
"Oregon","Grants Pass",438
"Oregon","Grass Valley",90
"Oregon","Gresham",492
"Oregon","Happy Valley",284
"Oregon","Hermistion",11
"Oregon","Hermiston",973
"Oregon","Hillsboro",NA
"Oregon","Hood River",90
"Oregon","Independence",11
"Oregon","Irving, TX",50
"Oregon","Junction City",138
"Oregon","Klamath Falls",411
"Oregon","Lake Oswego",705
"Oregon","Lebanon",35
"Oregon","Lewisville, TX",285
"Oregon","Lexington",75
"Oregon","Lincoln City",94
"Oregon","Los Angeles, CA",900
"Oregon","Lutz, FL",539
"Oregon","Madras",199
"Oregon","Mcminnville",260
"Oregon","Medford",817
"Oregon","Milwaukie",341
"Oregon","Monmouth",120
"Oregon","Morgan Hill, CA",7
"Oregon","Nashville, TN",402
"Oregon","New Albany, IN",250
"Oregon","Newberg",171
"Oregon","Oakridge",6
"Oregon","Ontario",37
"Oregon","Oregon City",456
"Oregon","PORTLAND",450
"Oregon","Pendleton",100
"Oregon","Plano, TX",156
"Oregon","Portand",217
"Oregon","Portland",NA
"Oregon","Powell Butte",96
"Oregon","Prineville",273
"Oregon","Redmond",606
"Oregon","Roseburg",67
"Oregon","Saint Helens",136
"Oregon","Salem",2169
"Oregon","San Antonio, TX",103
"Oregon","San Francisco, CA",531
"Oregon","Santa Clara, CA",784
"Oregon","Seattle, WA",70
"Oregon","Sheridan",83
"Oregon","Sisters",46
"Oregon","Spokane, WA",1
"Oregon","Springfield",827
"Oregon","St. Helens",106
"Oregon","St. Petersburg, FL",58
"Oregon","Stayton",485
"Oregon","Tigard",1097
"Oregon","Tillamook",31
"Oregon","Tualatin",651
"Oregon","Tukwila, WA",368
"Oregon","Vancouver, WA",119
"Oregon","Warm Springs",239
"Oregon","West Linn",386
"Oregon","White City",80
"Oregon","Wilsonville",626
"Oregon",NA,9
"Rhode Island","Burrillville",55
"Rhode Island","Cranston",691
"Rhode Island","Cumberland",238
"Rhode Island","Dallas, TX",81
"Rhode Island","East Greenwich",196
"Rhode Island","East Providence",NA
"Rhode Island","East Providence and Providence",270
"Rhode Island","Lincoln",1991
"Rhode Island","Multiple Locations",71
"Rhode Island","Nationwide - RI",10
"Rhode Island","Newport",174
"Rhode Island","North Kingstown",259
"Rhode Island","North Kingstown, Providence, Smithfield and Warwick",21
"Rhode Island","North Scituate",20
"Rhode Island","Pawtucket",1040
"Rhode Island","Portsmouth",1
"Rhode Island","Providence",1592
"Rhode Island","Providence and Middletown",5
"Rhode Island","RI",372
"Rhode Island","Rhode Island",13
"Rhode Island","Smithfield",994
"Rhode Island","Warwick",945
"Rhode Island","Washington County",NA
"Rhode Island","West Warwick",197
"Rhode Island","Westerly",83
"Rhode Island","Woonsocket",130
"South Carolina","Aiken",93
"South Carolina","Anderson",160
"South Carolina","Bamberg",133
"South Carolina","Barnwell/Graniteville/
 North Augusta",NA
"South Carolina","Beaufort",165
"South Carolina","Bennettsville",126
"South Carolina","Bluffton",139
"South Carolina","Camden",50
"South Carolina","Carlisle",120
"South Carolina","Chapin",57
"South Carolina","Charleston",1837
"South Carolina","Charleston County",465
"South Carolina","Charleston/Columbia",12
"South Carolina","Charleston/Johns
 Island",275
"South Carolina","Cheraw",4
"South Carolina","Columbia",1123
"South Carolina","Columbia/Greer",359
"South Carolina","Darlington",292
"South Carolina","Dillon",196
"South Carolina","Duncan",546
"South Carolina","Easley",240
"South Carolina","Florence",7
"South Carolina","Folly Beach",53
"South Carolina","Fort Jackson",122
"South Carolina","Fort Mill",326
"South Carolina","Gaffney",473
"South Carolina","Gaston",205
"South Carolina","Georgetown",348
"South Carolina","Goose Creek",566
"South Carolina","Graniteville",38
"South Carolina","Gray Court",2332
"South Carolina","Greenville",2079
"South Carolina","Greenwood",585
"South Carolina","Greer",NA
"South Carolina","Hanahan",20
"South Carolina","Hilton Head",73
"South Carolina","Hilton Head Island",57
"South Carolina","Isle of Palms",182
"South Carolina","Jonesville",620
"South Carolina","Kershaw",207
"South Carolina","Kiawah Island",1090
"South Carolina","Kingstree",99
"South Carolina","Knightsville",8
"South Carolina","Ladson",106
"South Carolina","Lake City",39
"South Carolina","Laurens",574
"South Carolina","Lexington",7
"South Carolina","Liberty",89
"South Carolina","Lugoff",71
"South Carolina","Manning",53
"South Carolina","Marion",220
"South Carolina","Midlands",204
"South Carolina","Moncks Corner",200
"South Carolina","Moore",192
"South Carolina","Mrytle Beach",5
"South Carolina","Mt. Pleasant",75
"South Carolina","Myrtle Beach",868
"South Carolina","N. Charleston",177
"South Carolina","Nashville, TN",35
"South Carolina","Newberry",132
"South Carolina","North Augusta",177
"South Carolina","North Charleston",353
"South Carolina","North Myrtle Beach",12
"South Carolina","Orangeburg",850
"South Carolina","Pageland",131
"South Carolina","Prosperity",120
"South Carolina","Richburg",636
"South Carolina","Rock Hill",200
"South Carolina","SC",118
"South Carolina","Seneca",65
"South Carolina","South Carolina",10
"South Carolina","Spartanburg",1519
"South Carolina","Statewide",3059
"South Carolina","Summerville",211
"South Carolina","Watsonville",2
"South Carolina","West Columbia",628
"South Carolina","Woodruff",79
"South Carolina","York",159
"South Dakota","Aberdeen",1288
"South Dakota","Apollo Beach, FL",1
"South Dakota","Armour",47
"South Dakota","Beresford",53
"South Dakota","Brookings",278
"South Dakota","Brookings, Sioux Falls",74
"South Dakota","Elk Point",146
"South Dakota","Ellsworth Air Force Base",8
"South Dakota","Howard",56
"South Dakota","Huron",75
"South Dakota","Ipswich",51
"South Dakota","Madison",89
"South Dakota","Mitchell",75
"South Dakota","Mobridge",67
"South Dakota","North Sioux City",233
"South Dakota","Rapid City",676
"South Dakota","Salem",63
"South Dakota","Sioux Falls",2166
"South Dakota","Sioux Falls/Garretson",400
"South Dakota","South Dakota",5
"South Dakota","Spearfish",335
"South Dakota","Sturgis",5
"South Dakota","Vermillion",413
"South Dakota","Watertown",396
"Texas","Abilene",580
"Texas","Addison",979
"Texas","Aledo",75
"Texas","Alice",152
"Texas","Allen",1026
"Texas","Alleyton",297
"Texas","Alvarado",67
"Texas","Alvin",550
"Texas","Amarillo",2564
"Texas","Andrews",295
"Texas","Angleton",202
"Texas","Aransas Pass",824
"Texas","Arlington",3066
"Texas","Athens",10
"Texas","Atlanta",5
"Texas","Austin",NA
"Texas","Balch Springs",7
"Texas","Barnhart",36
"Texas","Bartlett",181
"Texas","Bastrop",149
"Texas","Bay City",49
"Texas","Baytown",1428
"Texas","Beasley",65
"Texas","Beaumont",NA
"Texas","Beckville",26
"Texas","Bedford",175
"Texas","Beeville",62
"Texas","Bellaire",134
"Texas","Bellmead",91
"Texas","Bellville",116
"Texas","Belton",282
"Texas","Bergstrom AFB",165
"Texas","Big Lake",81
"Texas","Big Spring",361
"Texas","Bishop",140
"Texas","Blum",85
"Texas","Boerne",92
"Texas","Boyd",4
"Texas","Brady",219
"Texas","Breckenridge",29
"Texas","Brenham",602
"Texas","Bridgeport",NA
"Texas","Brookshire",168
"Texas","Brownfield",285
"Texas","Brownsville",2482
"Texas","Brownwood",223
"Texas","Bryan",621
"Texas","Buda",8
"Texas","Burke",49
"Texas","Burleson",241
"Texas","Burnet",33
"Texas","Cameron",41
"Texas","Canyon",5
"Texas","Canyon Lake",9
"Texas","Carrizo Springs",89
"Texas","Carrollton",1438
"Texas","Carthage",53
"Texas","Cedar Hill",232
"Texas","Cedar Park",122
"Texas","Center",3
"Texas","Channelview",145
"Texas","Childress",7
"Texas","Cibolo",192
"Texas","Clarksville",82
"Texas","Cleburne",186
"Texas","Clute",46
"Texas","College Station",242
"Texas","Colleyville",2
"Texas","Conroe",828
"Texas","Converse",4
"Texas","Coppell",2073
"Texas","Copperas Cove",9
"Texas","Corpus Ch",1463
"Texas","Corpus Christi",1547
"Texas","Corsicana",337
"Texas","Crane",94
"Texas","Crockett",120
"Texas","Crosby",5
"Texas","Crystal City",92
"Texas","Cuero",280
"Texas","Cypress",272
"Texas","DFW Airport",4810
"Texas","Dallas",NA
"Texas","Dayton",38
"Texas","DeSoto",213
"Texas","Decatur",9
"Texas","Deer Park",332
"Texas","Del Rio",21
"Texas","Denison",565
"Texas","Denton",805
"Texas","Denver City",159
"Texas","Diboll",178
"Texas","Duncanville",319
"Texas","Dyess AFB",51
"Texas","Eagle Pass",324
"Texas","Eden",270
"Texas","Edinburg",3177
"Texas","Edna",88
"Texas","El Paso",NA
"Texas","Electra",222
"Texas","Elgin",255
"Texas","Elmendorf",523
"Texas","Encinal",187
"Texas","Ennis",872
"Texas","Euless",75
"Texas","Falfurrias",14
"Texas","Falls City",4
"Texas","Farmers Branch",520
"Texas","Floresville",69
"Texas","Flower Mound",551
"Texas","Floydada",9
"Texas","Fort Bliss",263
"Texas","Fort Hood",1147
"Texas","Fort Sam Houston",434
"Texas","Fort Stockton",93
"Texas","Fort Worth",2250
"Texas","Fredericksburg",82
"Texas","Freeport",889
"Texas","Friendswood",94
"Texas","Frisco",1316
"Texas","Ft. Worth",NA
"Texas","Gainesville",125
"Texas","Galena Park",139
"Texas","Galveston",212
"Texas","Garland",2631
"Texas","Gatesville",44
"Texas","George West",8
"Texas","Georgetown",203
"Texas","Giddings",86
"Texas","Gilmer",36
"Texas","Glen Rose",582
"Texas","Godley",244
"Texas","Goliad",9
"Texas","Grand Prairie",1490
"Texas","Grapeland",61
"Texas","Grapevine",2075
"Texas","Greenville",NA
"Texas","Gregory",1145
"Texas","Groesbeck",357
"Texas","Gun Barrel City",1
"Texas","Hale Center",6
"Texas","Haltom City",95
"Texas","Harker Heights",52
"Texas","Harlingen",675
"Texas","Haskell",134
"Texas","Haslet",292
"Texas","Hawkins",18
"Texas","Helotes",5
"Texas","Henderson",508
"Texas","Hereford",74
"Texas","Hillsboro",32
"Texas","Hondo",2
"Texas","Houston",NA
"Texas","Howe",29
"Texas","Hudson Oaks",2
"Texas","Hughes Springs",118
"Texas","Humble",647
"Texas","Huntsville",43
"Texas","Hurst",905
"Texas","Hutchins",19
"Texas","Irving",6126
"Texas","Jacksboro",169
"Texas","Jacksonville",78
"Texas","Jewett",250
"Texas","Joshua",89
"Texas","Justin",759
"Texas","Karnes City",95
"Texas","Katy",1174
"Texas","Keller",1000
"Texas","Kenedy",56
"Texas","Kennedale",54
"Texas","Kenney",46
"Texas","Kermit",211
"Texas","Kerrville",8
"Texas","Kilgore",375
"Texas","Killeen",938
"Texas","Kingsville",59
"Texas","Kirby",52
"Texas","Kyle",174
"Texas","La Grange",55
"Texas","La Marque",125
"Texas","La Porte",245
"Texas","Lackland AFB",85
"Texas","Lake Dallas",27
"Texas","Lake Jackson",1
"Texas","Lake Worth",6
"Texas","Lamesa",121
"Texas","Lancaster",655
"Texas","Laredo",NA
"Texas","League City",20
"Texas","Leander",300
"Texas","Leon Springs",38
"Texas","Lewisville",2432
"Texas","Liberty",220
"Texas","Little Elm",86
"Texas","Littlefield",450
"Texas","Live Oak",5
"Texas","Livingston",433
"Texas","Lone Star",1590
"Texas","Longview",2743
"Texas","Longview/Tyler",105
"Texas","Los Fresnos",92
"Texas","Lubbock",1287
"Texas","Lufkin",1298
"Texas","Magnolia",91
"Texas","Manor",69
"Texas","Mansfield",NA
"Texas","Marfa",152
"Texas","Marshall",81
"Texas","Mathis",15
"Texas","McAllen",1756
"Texas","McGregor",47
"Texas","McKinney",2081
"Texas","Mesquite",232
"Texas","Mexia",1
"Texas","Midfield",566
"Texas","Midland",3642
"Texas","Midlothian",137
"Texas","Minden",2
"Texas","Mineral Wells",476
"Texas","Mission",164
"Texas","Missouri City",11
"Texas","Monahans",262
"Texas","Mont Belvieu",151
"Texas","Montgomery",241
"Texas","Mount Pleasant",192
"Texas","Mt Pleasant",27
"Texas","Mt Vernon",66
"Texas","Muleshoe",9
"Texas","Murphy",8
"Texas","N. Richland Hills",116
"Texas","Nacogdoches",344
"Texas","Nederland",198
"Texas","New Boston",1127
"Texas","New Braunfels",1876
"Texas","New Caney",149
"Texas","Newton",99
"Texas","Northlake",1
"Texas","Odessa",2147
"Texas","Odesssa",71
"Texas","Old Ocean",204
"Texas","Orange",280
"Texas","Ozona",4
"Texas","Palestine",108
"Texas","Pampa",91
"Texas","Pantego",514
"Texas","Paris",1471
"Texas","Pasadena",1167
"Texas","Pearland",162
"Texas","Pearsall",305
"Texas","Pecos",99
"Texas","Pflugerville",198
"Texas","Pharr",789
"Texas","Plainview",146
"Texas","Plano",7101
"Texas","Pleasanton",932
"Texas","Point Comfort",804
"Texas","Port Arthur",920
"Texas","Port Lavaca",65
"Texas","Port Neches",213
"Texas","Post",206
"Texas","Poteet",72
"Texas","Randolph AFB",110
"Texas","Raymondville",829
"Texas","Refugio",8
"Texas","Richardson",2419
"Texas","Richland Hills",391
"Texas","Richmond",493
"Texas","Rio Grande City",370
"Texas","Roanoke",361
"Texas","Robstown",229
"Texas","Rockdale",373
"Texas","Rockwall",188
"Texas","Roma",23
"Texas","Rosenberg",41
"Texas","Round Rock",949
"Texas","S Padre Island",345
"Texas","Sachse",6
"Texas","Saginaw",7
"Texas","San Angelo",1139
"Texas","San Antonio",NA
"Texas","San Benito",193
"Texas","San Diego",24
"Texas","San Juan",70
"Texas","San Marcos",529
"Texas","Sanger",164
"Texas","Santa Fe",109
"Texas","Schertz",272
"Texas","Schulenburg",149
"Texas","Seabrook",44
"Texas","Seadrift",237
"Texas","Sealy",580
"Texas","Seguin",44
"Texas","Selma",408
"Texas","Shenandoah",535
"Texas","Sheppard AFB",481
"Texas","Sherman",236
"Texas","Skidmore",8
"Texas","Smithville",8
"Texas","Snyder",133
"Texas","Socorro",62
"Texas","South Padre Is.",220
"Texas","Southlake",374
"Texas","Spring",NA
"Texas","Spring Branch",4
"Texas","Stafford",713
"Texas","Stamford",83
"Texas","Stephenville",20
"Texas","Stockdale",127
"Texas","Sugar Land",1991
"Texas","Sugarland",181
"Texas","Sulphur Springs",104
"Texas","Tatum",283
"Texas","Taylor",33
"Texas","Temple",1366
"Texas","Terrell",41
"Texas","Texarkana",1179
"Texas","Texas City",532
"Texas","The Colony",75
"Texas","The Woodlands",966
"Texas","Tomball",455
"Texas","Trinity",60
"Texas","Tyler",734
"Texas","Universal City",111
"Texas","Uvalde",248
"Texas","Victoria",946
"Texas","Vidor",118
"Texas","Voca",93
"Texas","Von Ormy",16
"Texas","Waco",2294
"Texas","Walnut Springs",75
"Texas","Watauga",73
"Texas","Waxahachie",145
"Texas","Weatherford",99
"Texas","Webster",2025
"Texas","Weslaco",143
"Texas","Westlake",355
"Texas","Whitehouse",67
"Texas","Wichita Falls",700
"Texas","Wickett",68
"Texas","Willis",300
"Texas","Winfield",27
"Texas","Winona",72
"Texas","Woodlands",493
"Texas","Woodsboro",8
"Texas","Yorktown",49
"Utah","American Fork",234
"Utah","Carbon County",114
"Utah","Cedar City",323
"Utah","Clearfield",1588
"Utah","Clearfield (HAFB)",100
"Utah","Cottonwoods Heights",74
"Utah","Draper",1151
"Utah","Draper & St. George",37
"Utah","East Carbon",433
"Utah","Emery",171
"Utah","Grantsville",37
"Utah","Holladay",105
"Utah","Honeyville, Genola, Providence, & Midvale",167
"Utah","Huntington",267
"Utah","Hurricane",35
"Utah","Kearns",72
"Utah","Layton",106
"Utah","Lehi",663
"Utah","Lindon",60
"Utah","Loa",193
"Utah","Logan",1441
"Utah","Midvale",58
"Utah","Moab",20
"Utah","Mona",92
"Utah","Nephi, Provo/Orem",94
"Utah","North Salt Lake",50
"Utah","Ogden",717
"Utah","Orem",972
"Utah","Park City",50
"Utah","Provo",474
"Utah","SLC",4576
"Utah","Salt Lake City",3296
"Utah","Sandy",3040
"Utah","South Jordan",261
"Utah","South Ogden",230
"Utah","South Salt Lake City",178
"Utah","Spanish Fork",229
"Utah","St. George",664
"Utah","Statewide",1246
"Utah","Stockton",607
"Utah","Taylorsville",964
"Utah","Tooele",859
"Utah","Vernal",100
"Utah","Vineyard",121
"Utah","West Bountiful",79
"Utah","West Jordan",101
"Utah","West Valley",537
"Utah","West Valley City",361
"Vermont","Arlington",73
"Vermont","Ashburn",78
"Vermont","Barre",45
"Vermont","Beecher Falls",238
"Vermont","Bennington",516
"Vermont","Berlin",189
"Vermont","Bethel",313
"Vermont","Bradford",81
"Vermont","Brandon",142
"Vermont","Brattleboro",423
"Vermont","Burlington",590
"Vermont","Charlotte",108
"Vermont","Essex Junction",502
"Vermont","Fair Haven",78
"Vermont","Georgia",89
"Vermont","Herndon",106
"Vermont","Hinesburg",82
"Vermont","Lyndonville",88
"Vermont","Manchester",97
"Vermont","Manchester Village",180
"Vermont","Marlboro",87
"Vermont","Middlebury",222
"Vermont","Milton",138
"Vermont","Montpelier",254
"Vermont","Morrisville",87
"Vermont","Newport",7
"Vermont","North Springfield",80
"Vermont","Randolph",76
"Vermont","Rockingham",25
"Vermont","Rutland",411
"Vermont","Salisbury",60
"Vermont","South Burlington",160
"Vermont","St Albans",857
"Vermont","St Johnsbury",2
"Vermont","St. Albans",30
"Vermont","St. Johnsbury",207
"Vermont","Stowe",126
"Vermont","Syracuse",84
"Vermont","Vergennes",66
"Vermont","Vernon",278
"Vermont","Waterbury",235
"Vermont","Westfield",14
"Vermont","White River Jct.",49
"Vermont","White River Junction",115
"Vermont","Winooski",55
"Virginia","Abingdon, Clintwood & Haysi",158
"Virginia","Abington",61
"Virginia","Alexandria",2069
"Virginia","Alexandria & Arlington",149
"Virginia","Alexandria & Quantico",122
